pH,TDS,Turbidity,Phospate,Nitrate,Iron,COD(mg/L),Chlorine,Sodium,Class
7.554537426,953,3.7,0.028715916,6,0.313278074,424,1,19,3
7.521854353,661,3.44,0.004547953,8,0.370650216,415,3,5,3
7.598120988,743,1.43,0.01524528,8,0.360118238,409,3,12,3
7.502078256,649,3.66,0.028867785,6,0.384939106,404,4,14,3
7.513522797,721,0.96,0.028217968,7,0.313915983,409,1,4,3
7.5505391,909,3.79,0.006792262,7,0.304708979,400,4,1,3
7.534033374,651,2.88,0.006809957,6,0.305695418,390,4,2,4
7.583492674,971,4.05,0.024185442,7,0.335266392,422,4,15,3
7.56530749,852,3.52,0.010391111,8,0.391604121,430,2,17,3
7.528327309,654,2.01,0.028743,8,0.364848528,407,3,20,3
7.544946739,790,1.75,0.01316049,6,0.33096397,430,1,19,3
7.582196614,828,3.44,0.020385276,7,0.406859581,430,3,5,3
7.589032406,873,2.55,0.014290117,8,0.392657341,428,3,4,3
7.557403667,791,1.99,0.012543651,8,0.368591153,400,2,15,3
7.550650945,968,1.03,0.002503158,6,0.319794749,422,2,14,3
7.567225372,670,2.13,0.001837587,8,0.349378058,427,1,12,3
7.520574759,930,3.52,0.000353681,8,0.365531471,397,1,8,2
7.59579798,846,1.74,0.029496829,8,0.338859413,395,3,16,4
7.505887178,778,1.56,0.027336198,7,0.30527574,404,3,19,3
7.575633004,718,1.12,0.003080957,6,0.368940749,427,3,3,3
7.5665724,846,2.23,0.021866218,8,0.385251743,407,1,7,3
7.563479229,652,2.34,0.024444184,8,0.37842985,392,2,6,4
7.557166927,868,3,0.002728062,7,0.303779834,420,1,2,3
7.554325623,819,0.32,0.026351999,7,0.311786303,394,1,10,4
7.586235273,897,1.92,0.02957899,7,0.392992507,399,4,11,4
7.588034737,866,0.22,0.021923538,8,0.318751651,392,1,4,4
7.518606447,705,1.66,0.029676928,8,0.30038786,400,1,1,3
7.587814271,809,3.27,0.020263414,7,0.337445732,400,2,9,3
7.552377989,714,3.96,0.001606279,6,0.370671963,421,1,4,3
7.514584025,744,1.23,0.005067833,7,0.404120083,413,2,7,3
7.559505803,731,0.42,0.021944513,6,0.33927506,391,1,4,4
7.545770647,864,3.88,0.029794482,8,0.407532246,399,1,3,0
7.529085041,691,2.05,0.008960872,6,0.34973655,419,1,1,3
7.543637933,905,0.52,0.029191334,8,0.341690978,400,3,17,3
7.567154012,918,2.12,0.01531736,7,0.340254566,398,2,11,2
7.573711756,687,1.99,0.019354227,6,0.379667155,412,1,18,3
7.565636929,915,3.66,0.017579258,6,0.350364798,412,3,8,3
7.510829537,919,2.98,0.007347985,8,0.314116868,416,3,13,3
7.558664824,948,3.02,0.018900334,6,0.361755433,409,4,16,3
7.58531397,635,0.34,0.024681621,7,0.397848123,413,1,2,3
7.506338909,832,1.23,0.02382241,8,0.31803257,421,2,4,3
7.540431598,804,1.51,0.006432261,6,0.363595224,422,1,19,3
7.543725035,969,2.09,0.012222472,7,0.305903134,418,2,13,3
7.539709208,687,0.29,0.014996105,7,0.328303395,406,1,17,3
7.532009874,842,0.79,0.02526654,6,0.331649345,402,2,3,3
7.586276937,679,3.09,0.008785364,8,0.330586664,414,2,9,3
7.574803393,727,1,0.016892755,8,0.348274967,391,3,5,4
7.576451639,647,2.21,0.00509151,8,0.30301291,418,2,13,3
7.573163749,928,2.09,0.013816808,6,0.383128105,429,3,2,3
7.511376028,865,2.07,0.015677388,6,0.347875303,395,1,15,4
7.543836862,689,2.4,0.021600817,8,0.319535174,399,2,19,4
7.550526371,809,3.94,0.003343722,7,0.377626998,393,1,6,1
7.51511233,849,3.07,0.007872534,6,0.324611012,390,2,16,4
7.568264445,791,0.3,0.00705745,6,0.322597184,417,4,14,3
7.580454594,899,4.14,0.005409506,7,0.38854505,409,3,18,3
7.595651707,872,3.66,0.005064754,6,0.339471211,419,3,7,3
7.517031602,780,2.08,0.010380902,7,0.334981702,418,4,6,3
7.567866609,888,1.7,0.023252783,7,0.396733026,408,4,2,3
7.527184887,737,0.6,0.002523966,8,0.350077394,405,2,12,3
7.502145091,904,4.06,0.00722244,7,0.371052257,399,3,8,2
7.573425,662,3.52,0.021915385,6,0.32313654,417,1,18,3
7.567681715,760,3.86,0.007237124,7,0.400641246,402,2,2,3
7.537013679,836,3.12,0.000297815,7,0.361085161,401,1,9,3
7.583017528,970,4.06,0.000145042,8,0.362526036,423,3,11,3
7.59579067,923,0.64,0.016619185,8,0.379160962,430,3,19,3
7.543743961,816,1.56,0.011693963,7,0.321605811,409,1,17,3
7.588427105,750,3.48,0.000934639,6,0.341998679,403,3,18,3
7.553905925,693,2.52,0.01513143,8,0.316475122,411,2,9,3
7.572533907,933,3.81,0.015214384,7,0.367387007,430,2,6,3
7.532144675,778,1.28,0.027894649,8,0.310683468,403,2,13,3
7.5619707,762,0.58,0.026229597,6,0.323268545,430,3,14,3
7.546864926,908,3.21,0.012409077,7,0.380779648,402,3,13,3
7.597294121,652,1.56,0.018509582,8,0.354796146,406,2,16,3
7.537263378,960,1.58,0.009712171,6,0.303728909,406,3,1,3
7.537235489,750,1.39,0.012940065,6,0.409783673,424,3,9,3
7.510585687,801,0.52,0.010233743,8,0.400276049,413,4,17,3
7.584636221,692,3.07,0.026548873,8,0.32333583,406,4,17,3
7.579945953,683,0.28,0.02058472,6,0.355352739,406,4,5,3
7.557463708,670,3.48,0.019875796,6,0.36815868,401,2,14,3
7.532138923,684,4.01,0.01301659,7,0.33232156,404,2,12,3
7.501626882,828,3.3,0.014330156,6,0.33197255,398,1,7,4
7.599176861,889,0.87,0.004505136,7,0.325650336,423,4,10,3
7.579510475,870,1.11,0.01184312,7,0.328859621,425,1,19,3
7.510449642,689,0.57,0.017736206,7,0.318110719,406,2,6,3
7.567207517,956,2.05,0.00218106,6,0.306253062,400,2,3,3
7.51153384,678,3.82,0.012467418,7,0.357957341,393,4,19,4
7.544517972,622,4.06,0.000109597,8,0.321293009,408,3,15,3
7.541668208,884,0.82,0.027353276,7,0.314926164,410,2,7,3
7.575834561,938,3.66,0.026786999,7,0.328750989,396,1,11,2
7.531153875,803,1.85,0.013332103,8,0.317015566,430,1,7,3
7.590094124,655,0.6,0.021018997,7,0.379198409,404,1,20,3
7.568204656,641,2.27,0.02807041,8,0.340133239,406,4,11,3
7.528302109,647,2.81,0.026061848,7,0.404964734,418,4,19,3
7.529905246,829,3.62,0.003404564,7,0.317848668,418,4,13,3
7.57296395,718,3.65,0.009007712,7,0.373653922,403,3,11,3
7.518244567,879,3.18,0.021357311,8,0.334225636,416,1,3,3
7.535121128,778,3.74,0.005165752,7,0.393485356,391,1,15,4
7.528220621,927,1.86,0.010836053,8,0.352466733,413,1,17,3
7.589201471,777,3.95,0.022813156,6,0.360283436,428,1,15,3
7.583408024,973,1.63,0.005749795,7,0.328565289,398,4,2,2
7.588220812,651,3.06,0.007489853,7,0.329804125,391,3,13,4
7.520149907,945,3.42,0.019815508,8,0.335435885,415,1,12,3
7.521002138,926,0.75,0.019723248,6,0.385806415,391,2,7,2
7.521561567,883,1.48,0.027470097,6,0.408701057,397,2,11,0
7.59316039,761,3.65,0.024683566,8,0.320462014,412,2,6,3
7.561572214,865,3.05,0.022337114,6,0.322501328,429,2,5,3
7.586084124,782,1.77,0.003580585,7,0.344777887,395,2,2,1
7.549773134,969,1.1,0.021691422,6,0.336893256,420,4,12,3
7.544495641,851,2.94,0.02545816,7,0.387542349,401,3,18,3
7.574346177,843,1.2,0.009693735,6,0.328484497,413,4,16,3
7.541423731,741,0.39,0.017520768,6,0.40612774,421,1,10,3
7.519777817,921,0.2,0.009732257,6,0.400815891,428,3,10,3
7.535397346,704,1.04,0.022686483,6,0.353375562,421,4,2,3
7.564168886,738,3.59,0.023600871,7,0.318335895,400,3,17,3
7.572546127,841,2.42,0.007134338,6,0.381515437,421,1,9,3
7.575736165,859,3.63,0.015028718,6,0.392700514,421,4,1,3
7.51465091,708,3.36,0.020827087,7,0.331080796,426,1,3,3
7.569666609,650,2.57,0.012797233,6,0.403103418,399,2,20,0
7.581409991,666,1.05,0.009762107,7,0.369930533,405,4,18,3
7.591024473,634,1.87,0.002853762,6,0.344137633,429,4,11,3
7.569969521,653,0.53,0.029343624,6,0.400111455,404,3,16,3
7.576382136,656,2.88,0.012539781,7,0.301694935,394,4,8,4
7.557065475,683,2.65,0.010160132,6,0.359178621,425,3,13,3
7.512232267,889,1.66,0.014190853,6,0.332116562,391,4,3,4
7.585183577,929,2.18,0.024484882,8,0.376398811,404,1,2,3
7.542519038,922,2.37,0.015863825,6,0.343429362,427,1,13,3
7.599989492,670,0.59,0.029739695,6,0.400784081,404,4,2,3
7.556711361,667,1.91,0.02655406,6,0.346579451,424,1,20,3
7.570285623,678,4.17,0.002326475,6,0.397806378,417,3,3,3
7.569910206,759,1.04,0.010144972,7,0.355962738,394,4,3,4
7.520118154,719,2.79,0.021016547,6,0.370609516,411,1,2,3
7.566696163,664,0.73,0.005063448,7,0.342839043,419,1,19,3
7.573972337,782,3.85,0.02314138,8,0.340295376,413,3,10,3
7.511672889,653,1.59,0.025242707,8,0.398088706,405,4,11,3
7.566894362,662,2.94,0.020713852,7,0.302337729,421,1,16,3
7.520383236,814,1.43,0.005289678,6,0.342868938,417,3,18,3
7.526377421,827,2.54,0.023471594,6,0.350286252,396,1,18,4
7.593120061,861,0.41,0.005489161,7,0.332980277,394,3,12,4
7.565819457,738,1.1,0.008447097,8,0.396938946,420,4,6,3
7.501635135,703,3.86,0.025456774,7,0.335982438,395,3,5,4
7.579518256,945,2.93,0.011017973,7,0.332870301,420,2,5,3
7.573634926,633,2.03,0.025274425,7,0.322224207,430,1,5,3
7.536574818,946,2.3,0.029728156,8,0.301109554,418,1,20,3
7.577283281,716,2.42,0.00170402,6,0.323761535,418,1,13,3
7.517054184,658,2.12,0.022714042,6,0.344451086,425,4,4,3
7.502044215,813,1.99,0.017474378,6,0.385072051,413,1,6,3
7.539144134,828,3.37,0.008565719,7,0.306129316,414,4,10,3
7.550260742,914,1.86,0.015802737,7,0.40265419,428,4,9,3
7.53980637,944,2.52,0.018522183,8,0.367567763,409,3,19,3
7.530917844,692,1.74,0.021791349,6,0.309923103,421,1,16,3
7.558706186,756,1.82,0.014240162,7,0.308906518,412,2,2,3
7.553742988,976,0.58,0.028002276,7,0.31214303,426,4,11,3
7.540590794,747,4.16,0.018924557,7,0.31296184,402,1,8,3
7.584019674,947,1.82,0.027766052,6,0.309534199,405,4,18,3
7.56097088,673,0.64,0.005555699,8,0.353885504,391,3,3,4
7.547346205,772,3.04,0.024028854,7,0.396820279,421,3,17,3
7.53078094,860,0.44,0.029384281,6,0.34893063,421,2,12,3
7.595659227,882,1.63,0.027412465,6,0.402516498,392,4,12,0
7.530813772,654,1.98,0.024477424,6,0.372346498,391,1,1,4
7.595489253,798,2.8,0.019804724,8,0.365429628,421,1,10,3
7.548046596,827,2.65,0.02382157,7,0.303974222,411,4,5,3
7.512694406,683,2.28,0.005310644,7,0.349694601,426,2,16,3
7.561032667,979,0.73,0.010369113,7,0.345323277,411,4,2,3
7.549919867,681,3.73,0.02460276,7,0.300882771,424,3,5,3
7.58178008,964,1.81,0.028271559,8,0.326003729,422,1,6,3
7.57807651,758,2.37,0.007338164,8,0.373879444,390,3,4,4
7.567408953,862,1.76,0.009744231,7,0.310656379,390,3,5,4
7.58316966,876,3.48,0.017640115,8,0.312931454,414,1,6,3
7.500840584,784,3.78,0.009892053,7,0.350268248,395,4,16,4
7.553396315,688,3.31,0.003861061,7,0.32061501,424,4,5,3
7.525674464,656,3,0.010812676,6,0.312960539,402,4,17,3
7.505372936,639,2.2,0.005495096,8,0.404847596,415,3,14,3
7.577998601,781,0.45,0.019168763,8,0.395434295,403,3,9,3
7.595166848,953,3.1,0.007840995,8,0.319863365,424,1,3,3
7.596839815,925,1.77,0.003024516,8,0.407522848,423,3,17,3
7.537774604,688,0.89,0.014950243,7,0.328903358,401,4,14,3
7.528570367,928,0.95,0.023375581,8,0.32918445,398,1,20,2
7.568072791,841,0.85,0.02676628,8,0.313410233,422,3,13,3
7.570122238,798,1.85,0.014573133,8,0.340580019,425,4,5,3
7.594441056,646,1.11,0.0034351,8,0.395750375,426,4,8,3
7.59660172,728,3.56,0.004383255,6,0.314424099,428,4,19,3
7.58126529,735,0.79,0.022179952,6,0.387658131,419,4,11,3
7.572374723,925,3.59,0.026028435,6,0.304356971,402,3,6,3
7.577733083,794,3.71,0.014703217,6,0.35989753,390,1,5,4
7.543065258,752,3.63,0.026366234,8,0.395451677,423,4,6,3
7.542955526,735,3.63,0.001860095,6,0.371837611,411,3,1,3
7.559347913,640,0.15,0.029117078,6,0.310058363,407,1,14,3
7.506952511,717,3.48,0.020557701,7,0.401955928,397,3,9,0
7.518122137,761,0.42,0.010878645,6,0.32916749,414,1,6,3
7.589437586,857,2.25,0.013147825,6,0.373940621,409,3,5,3
7.502402544,971,1.34,0.009015631,7,0.366612059,398,1,15,2
7.510863044,753,2.33,0.004065975,7,0.389729734,395,3,10,1
7.533755268,708,2.15,0.013712373,7,0.323654219,418,4,4,3
7.569417592,953,1.53,0.004513193,6,0.358345068,412,1,13,3
7.511264109,719,1.12,0.006677045,7,0.320125035,392,3,12,4
7.591522016,701,2.34,0.004516357,7,0.373599895,399,3,18,1
7.572624949,725,3.17,0.007866942,8,0.301012845,396,1,13,4
7.540466747,739,4.17,0.022010213,7,0.339193829,427,2,3,3
7.510961977,946,3.53,0.001185467,6,0.333488028,391,3,11,2
7.573285336,817,3.26,0.028404592,6,0.359686596,428,1,14,3
7.53847228,968,3.25,0.012718254,6,0.324560796,423,4,14,3
7.507695421,753,1.26,0.003664901,6,0.319496896,418,4,14,3
7.524034888,725,2.19,0.029819374,6,0.317536049,413,1,17,3
7.525854084,877,0.58,0.025085126,8,0.408846524,425,4,17,3
7.51656517,673,1.5,0.018851038,6,0.383294981,406,1,16,3
7.502213454,696,0.72,0.008082173,8,0.373469506,395,2,5,4
7.591249572,826,3.92,0.022481403,7,0.350617298,411,3,6,3
7.534276668,829,4.12,0.022087862,8,0.347397469,417,2,14,3
7.573167067,766,3.13,0.026472209,8,0.305084372,401,2,8,3
7.598735503,937,4.19,0.018080992,8,0.360494428,400,3,1,3
7.565942113,813,3.99,0.012980202,6,0.361292685,410,4,12,3
7.581619888,788,2.87,0.021677132,8,0.320346503,411,4,1,3
7.558943724,724,3.7,0.004438406,8,0.335740728,430,3,3,3
7.527916751,838,1.18,0.022333722,6,0.396771431,417,4,7,3
7.508672833,864,1.71,0.022263043,8,0.339544166,400,1,20,3
7.554191869,676,3.61,0.026291922,8,0.344232154,422,1,13,3
7.584037003,959,1.99,0.009817516,6,0.321007301,392,3,8,2
7.540336305,879,0.4,0.004179152,6,0.30325064,417,2,2,3
7.525157393,711,3.69,0.028785731,6,0.355937645,411,4,14,3
7.59878632,804,0.15,3.99E-06,7,0.316453848,426,4,4,3
7.523344282,940,4.06,0.02911271,8,0.305759196,414,3,19,3
7.52961559,705,3.68,0.014288358,8,0.336959602,417,2,10,3
7.562007257,852,0.56,0.016636251,6,0.389295792,401,2,12,3
7.556292076,760,1.65,0.016290796,7,0.327787911,400,3,14,3
7.525354455,720,1.44,0.010607805,6,0.354040564,419,4,18,3
7.580486012,759,1.42,0.027758095,8,0.345059079,399,3,6,4
7.582565859,951,0.15,0.023998701,8,0.362407038,420,3,5,3
7.522741945,887,3.05,0.006200687,8,0.340880459,397,2,6,4
7.50052618,852,3.98,0.023813374,8,0.327838954,429,1,5,3
7.552774084,737,2.74,0.020341614,7,0.304757146,392,2,15,4
7.553521724,818,1.78,0.016597964,6,0.356413849,417,4,3,3
7.525174655,688,0.86,0.026733705,8,0.352489347,415,1,12,3
7.54762666,900,2.06,0.025809231,7,0.390232887,428,2,19,3
7.584722985,890,1.77,0.008020898,7,0.40019641,399,2,16,0
7.5823888,779,1.91,0.018846621,6,0.328483623,410,4,13,3
7.539872633,925,2.98,0.003597294,6,0.386729563,392,1,9,2
7.560620448,950,0.28,0.029231136,7,0.308744967,410,1,9,3
7.530145306,881,1.82,0.014210908,8,0.400572145,401,3,8,3
7.528394466,719,2.58,0.017776771,6,0.306185924,415,3,8,3
7.550066942,776,3.44,0.021138284,8,0.332173562,426,2,12,3
7.505536239,901,4.13,0.003508907,6,0.379862946,414,2,8,3
7.540133074,862,1.68,0.001643163,6,0.3126384,408,4,11,3
7.589342157,949,2.43,0.020676766,7,0.380639111,394,4,9,2
7.520157741,868,3.59,0.00714743,7,0.372511832,396,2,3,4
7.500068891,777,2.43,0.006112041,8,0.406880369,398,4,16,0
7.500749942,747,1.18,0.013073464,7,0.321350149,413,2,14,3
7.584692402,687,3.37,0.019286391,6,0.338502906,392,1,4,4
7.50833925,689,1.28,0.010896982,6,0.321145772,428,2,16,3
7.558513057,762,1.29,0.020101774,6,0.390544569,401,1,12,3
7.545123848,698,1.26,0.025957524,7,0.33051785,421,1,4,3
7.570087646,934,3.24,0.017610198,6,0.398844184,411,3,20,3
7.598163501,901,3.98,0.016509588,6,0.391745475,392,1,12,2
7.54085625,796,0.64,0.02989585,8,0.36173687,416,2,16,3
7.559015086,821,0.4,0.026201569,7,0.324598233,393,4,17,4
7.590347081,792,2.62,0.010325118,7,0.399558929,401,4,11,3
7.538134619,893,3.96,0.012815945,8,0.370511375,416,4,5,3
7.563490787,929,3.46,0.014914299,7,0.371760606,415,2,10,3
7.594250236,912,3.7,0.01271431,6,0.381607792,401,2,19,3
7.50460918,889,1.07,0.026052507,6,0.399911875,423,1,7,3
7.540578889,629,0.97,0.016166102,8,0.331359236,414,4,19,3
7.591704391,649,1.79,0.026205816,7,0.406469111,406,3,3,3
7.587289628,888,0.13,0.008807719,6,0.330390704,414,3,12,3
7.565710428,889,1.48,0.011792619,8,0.339749411,392,1,13,4
7.503839645,923,2.77,0.026151578,6,0.347759543,413,3,1,3
7.507893256,888,2.02,0.0034317,6,0.339574106,408,1,15,3
7.580552592,655,2.76,0.011170978,6,0.352261956,396,1,13,4
7.546051928,712,2.27,0.015223979,8,0.35263935,412,1,15,3
7.591794897,793,3.84,0.017271493,8,0.345224814,395,4,13,4
7.50615823,897,2.72,0.014859516,7,0.385671777,420,4,12,3
7.532830877,797,3.22,0.029649858,7,0.403395734,394,2,11,0
7.520123784,716,1.04,0.022291073,8,0.303117494,414,2,18,3
7.549662049,749,3.34,0.006391091,7,0.320996658,394,3,2,4
7.541001096,673,2.55,0.028333661,8,0.408152692,415,3,12,3
7.595422611,628,3.86,0.02476734,6,0.302714436,422,1,13,3
7.56873401,975,3.65,0.003420807,8,0.306069182,428,4,4,3
7.593361226,934,3.27,0.029628408,8,0.329634368,426,1,2,3
7.562322209,900,2.19,0.013473383,7,0.384744487,400,3,3,3
7.564336327,945,1.82,0.023554848,6,0.36129251,409,2,11,3
7.527263867,884,3.85,0.00025899,8,0.316176147,418,4,1,3
7.527495133,868,3.83,0.017438086,7,0.327420245,402,1,7,3
7.503355973,932,0.78,0.009033004,7,0.329149218,393,1,8,2
7.562332776,628,3.98,0.023631192,7,0.349665835,394,1,1,4
7.554058154,889,0.37,0.023933276,6,0.332894849,420,2,16,3
7.542100306,713,4.16,0.008116614,8,0.329544196,413,4,3,3
7.560194387,966,0.12,0.028558718,6,0.315692799,399,4,19,2
7.501049298,902,0.86,0.018208949,6,0.37477102,421,3,18,3
7.58331408,914,3.01,0.029966282,6,0.320890026,393,4,20,2
7.513514334,825,3.09,0.008963719,8,0.398399511,401,4,11,3
7.577256906,747,1.55,0.000878437,7,0.388933367,397,1,17,1
7.542937987,951,2.81,0.023659954,7,0.346939181,393,2,12,2
7.557163984,764,2.41,0.024245423,8,0.347721041,401,1,9,3
7.546090868,641,3.66,0.002073024,6,0.354238927,399,2,13,1
7.522804599,674,3.1,0.008684928,8,0.364741822,428,4,12,3
7.516001045,763,4.1,0.019366868,8,0.400096966,419,3,11,3
7.575595716,811,2.34,0.018765346,6,0.338796271,428,3,8,3
7.574529015,766,0.78,0.027371452,6,0.357112828,428,2,11,3
7.529091505,698,1.99,0.015533167,6,0.351852088,414,3,1,3
7.556226979,698,1.97,0.029973938,6,0.325150221,421,1,6,3
7.594663505,893,0.77,0.000172996,8,0.340984602,400,4,9,3
7.516311427,764,2.22,0.016052151,8,0.374540519,403,4,11,3
7.571004896,876,2.76,0.020328707,7,0.373141267,413,3,7,3
7.501915274,821,1.93,0.000963084,6,0.36071446,392,2,8,1
7.591960223,849,0.83,0.009283082,7,0.387211159,401,3,17,3
7.517781302,844,3.9,0.018771029,7,0.386615162,415,2,7,3
7.590123229,888,2.08,0.003581482,6,0.408893826,414,2,15,3
7.553322708,979,0.13,0.018191582,7,0.39324083,405,4,5,3
7.599996525,800,1.33,0.003043822,8,0.403404971,402,3,17,3
7.570386091,883,0.54,0.005718616,7,0.408092283,393,1,15,0
7.562464034,820,0.9,0.020753077,6,0.381962765,401,1,2,3
7.576223208,668,1.12,0.022600905,7,0.365794495,419,2,6,3
7.547736438,764,2.74,0.004472535,7,0.330430004,414,2,11,3
7.53971515,636,1.52,0.02138334,7,0.350585762,418,4,16,3
7.502343557,720,1.02,0.025189808,6,0.308054983,429,1,18,3
7.520240232,901,1.74,0.001681615,8,0.381882629,410,2,20,3
7.596798133,823,3.27,0.008302608,7,0.324354186,410,4,6,3
7.598526127,948,3.65,0.011018237,6,0.300028401,405,3,13,3
7.509072207,838,3.25,0.001355944,7,0.337561362,411,4,17,3
7.550214518,658,2.96,0.024031718,7,0.346576584,420,4,4,3
7.531175445,926,0.41,0.018883771,7,0.321700761,406,4,7,3
7.549847177,708,0.69,0.022880741,8,0.373360911,399,4,4,4
7.564597101,677,2.78,0.025040497,7,0.311684018,422,1,19,3
7.505277643,827,2.53,0.009969974,7,0.394606108,417,1,9,3
7.513143182,919,2.47,0.018221454,6,0.327792314,404,2,9,3
7.502451013,695,3.76,0.026640234,6,0.365147275,411,4,5,3
7.5290905,678,4.15,0.004531871,8,0.332765096,400,1,4,3
7.566897677,804,0.91,0.004133096,7,0.315326793,394,1,18,1
7.587357307,644,2.67,0.004342121,7,0.380878452,406,3,10,3
7.527244437,737,3.95,0.0124665,6,0.318570097,414,2,11,3
7.575146868,825,0.3,0.009409007,7,0.366389662,405,3,7,3
7.551961313,926,3.63,0.007290213,7,0.339413477,425,2,18,3
7.503385257,938,0.29,0.012430698,8,0.381839274,397,3,3,2
7.532866847,824,2.69,0.027149465,8,0.364723063,396,4,8,4
7.560284162,851,4.03,0.001802144,6,0.394541469,406,4,2,3
7.596874299,632,0.11,0.009206036,8,0.30932865,416,2,10,3
7.504796692,859,1.38,0.004786897,6,0.375001953,399,1,14,1
7.598755815,734,0.48,0.009431884,6,0.326818811,400,4,10,3
7.59591558,877,2.16,0.027995739,6,0.400122122,402,3,20,3
7.529115485,634,0.41,0.026338705,8,0.364793996,415,1,14,3
7.519255338,709,1.33,0.014226543,8,0.334919496,392,1,13,4
7.554292442,978,3.43,0.018262098,8,0.354059885,405,4,16,3
7.522483117,642,3.01,0.027569609,6,0.390565856,392,4,10,4
7.515828578,710,3.39,0.001482383,8,0.355231963,403,1,5,3
7.592244627,645,0.39,0.028990588,7,0.332556783,399,2,4,4
7.526522146,836,0.94,0.015741926,7,0.36257018,397,1,8,4
7.512822188,857,2.85,0.025103898,7,0.368093443,423,1,17,3
7.579458794,632,0.69,0.002763916,7,0.366204893,393,3,16,1
7.594324536,973,1.84,0.009976176,7,0.304162611,396,4,3,2
7.568971385,944,3.48,0.002278372,7,0.360080933,426,1,5,3
7.572793194,967,2.18,0.026204735,8,0.338010874,407,3,10,3
7.586550173,886,1.4,0.00412365,7,0.409016446,396,3,11,1
7.591793993,788,1.47,0.001110141,6,0.348737022,394,1,10,1
7.516319843,802,4.02,0.012984786,7,0.389326275,420,4,16,3
7.514928593,678,0.67,0.001547409,8,0.347432861,400,1,8,3
7.540188636,942,1.54,0.003840035,7,0.36516307,402,4,16,3
7.556892954,855,1.13,0.004786465,8,0.39952663,403,4,5,3
7.541304492,672,3.57,0.020453446,8,0.388958886,414,4,6,3
7.567613574,942,0.71,0.020406735,7,0.327281176,400,3,7,3
7.532910911,922,0.26,0.013226599,8,0.358149167,411,1,6,3
7.50595308,952,2.8,0.020827787,7,0.40692167,401,3,18,3
7.536708618,806,0.25,0.011565353,6,0.372482511,426,1,13,3
7.567434905,728,2.11,0.015456554,7,0.389214298,423,3,20,3
7.580019241,645,0.8,0.016675227,7,0.407924027,422,4,10,3
7.556384404,964,0.99,0.015550639,6,0.402250919,409,1,19,3
7.536145724,625,1.52,0.024610297,6,0.369169276,422,4,5,3
7.568304981,854,1.03,0.017793762,7,0.357686456,430,4,17,3
7.540759591,933,0.75,0.003346618,6,0.354688488,390,4,17,2
7.500306367,705,3.52,0.00879878,7,0.346590098,409,3,13,3
7.578034094,671,0.45,0.01857156,6,0.310569894,425,3,8,3
7.591746039,941,1.08,0.029539122,7,0.396730826,405,3,9,3
7.590365733,839,1.45,0.000771796,7,0.403106412,417,2,14,3
7.592069085,727,1.24,0.021527463,7,0.332844046,393,4,18,4
7.524542803,657,3.21,0.013626467,7,0.361106576,424,1,1,3
7.573014608,698,1.42,0.003079694,8,0.3554318,415,2,10,3
7.531269413,818,0.34,0.011572658,6,0.376478749,392,2,12,4
7.558781067,863,2.76,0.005853439,8,0.303479013,430,4,8,3
7.585363011,627,1.14,0.024074889,6,0.388121702,418,1,15,3
7.537513095,977,3.27,0.023350914,8,0.403432277,423,1,12,3
7.506906571,634,3.37,0.020679061,8,0.300416028,422,4,17,3
7.54966299,627,2.73,0.001023042,7,0.407399181,392,4,6,1
7.553020709,967,1.39,0.015051715,7,0.398038846,419,3,1,3
7.592038732,875,2.18,0.022668774,6,0.309338175,425,1,9,3
7.583022189,709,0.99,0.024432965,8,0.340766832,393,2,15,4
7.500895995,962,2.09,0.015031287,6,0.372343398,413,1,6,3
7.582486527,946,2.58,0.028373058,8,0.308447193,412,1,8,3
7.560531824,969,1.29,0.017850301,8,0.392637653,429,1,16,3
7.561337514,809,2,0.029709304,7,0.328680236,412,1,20,3
7.552859911,978,3.35,0.002801458,7,0.359776544,417,3,13,3
7.599936983,696,2.99,0.007459963,6,0.306014067,397,1,18,4
7.547719783,912,4.17,0.014125503,7,0.409002498,391,3,7,2
7.554132098,843,1.61,0.007686897,6,0.345256403,409,3,19,3
7.563903897,747,3.61,0.004106383,8,0.367564537,428,3,9,3
7.552134019,787,1.06,0.020348762,7,0.33800742,420,4,13,3
7.516793239,805,2.23,0.018882162,6,0.393892978,401,2,8,3
7.502226578,941,1.98,0.017036856,6,0.342462483,394,4,4,2
7.562390776,694,0.77,0.027873936,8,0.312714529,421,3,16,3
7.516676768,866,0.61,0.008754063,7,0.309598636,397,1,15,4
7.502723331,716,3.26,0.026299228,6,0.318917797,414,3,3,3
7.570478649,730,1.48,0.011536604,8,0.309166476,393,2,3,4
7.522543779,740,2.74,0.009200667,6,0.381309796,403,1,10,3
7.546411941,655,2.94,0.008132641,6,0.307605305,419,3,16,3
7.525898446,854,0.92,0.009202205,7,0.347084758,395,1,18,4
7.563506941,713,3.39,0.029525864,6,0.358564159,408,1,5,3
7.597906499,872,0.83,0.027549852,8,0.369665792,403,1,1,3
7.511534438,975,0.29,0.004618681,8,0.314624484,395,2,7,2
7.519649294,883,0.97,0.012747625,8,0.363352538,425,1,6,3
7.584234039,895,1.22,0.023113344,8,0.351232914,402,4,2,3
7.51190067,749,0.8,0.018472428,6,0.374235766,422,3,1,3
7.505591174,820,3.77,0.000864409,7,0.325523824,394,3,15,1
7.570162671,837,0.91,0.028363108,7,0.30161676,423,2,3,3
7.541310703,861,2.51,0.015617457,6,0.349337593,401,4,5,3
