pH,TDS,Turbidity,Phospate,Nitrate,Iron,COD(mg/L),Chlorine,Sodium,Class
7.538877941,633,1.5,0.002579724,7,0.320487607,392,4,17,0
7.524638008,693,4.14,0.014431029,6,0.340381158,394,3,17,1
7.598130241,654,1.87,0.01630912,7,0.401359476,390,4,12,0
7.543917901,626,2.01,0.001347934,8,0.334372382,422,4,3,0
7.548869002,859,0.3,0.01648336,7,0.369604238,394,1,18,1
7.549550399,759,1.29,0.004638582,8,0.388905155,402,1,5,0
7.538103245,661,1.04,0.003852596,8,0.356468722,424,3,18,0
7.516256687,877,2.43,0.011237601,7,0.337557253,423,1,7,0
7.508438921,718,3.9,0.01430727,7,0.390056987,395,1,7,1
7.559181129,813,3.59,0.028192746,6,0.366866919,409,4,1,0
7.599059939,758,4.17,0.014277108,8,0.407647097,401,2,10,0
7.529820639,681,2.28,0.026842722,6,0.390875963,392,2,17,1
7.52092694,767,3.76,0.001664578,8,0.396541431,429,3,8,0
7.511311547,880,0.58,0.016315448,7,0.382574821,403,3,16,0
7.577958558,739,3.84,0.004766294,6,0.407615653,407,1,8,0
7.594688783,931,0.19,0.016935709,6,0.356254961,402,2,1,0
7.548095197,940,0.55,0.029483899,6,0.364465657,391,4,4,0
7.546516514,836,3.03,0.027016874,8,0.33845669,417,3,15,0
7.577822488,720,1.54,0.019303766,8,0.370200365,421,4,17,0
7.570997859,776,3.87,0.00666937,6,0.366650859,398,4,12,1
7.580605031,640,2.66,0.017403254,6,0.345377128,408,4,15,0
7.59236787,924,1.69,0.013972572,6,0.395781151,399,3,5,0
7.536671953,941,3.71,0.005893383,7,0.308871642,426,4,10,0
7.516448146,750,1.25,0.020715479,6,0.302771746,429,4,6,0
7.507204366,743,2.45,0.024464684,6,0.334609868,422,4,20,0
7.500903951,749,2.76,0.011500759,8,0.32787774,424,1,14,0
7.512197303,960,0.68,0.023736697,8,0.391816551,427,3,1,0
7.577912621,958,4.16,0.019349477,6,0.313140598,420,1,2,0
7.517532265,864,2.96,0.002548019,7,0.403188471,416,4,15,0
7.582733258,902,2.34,0.002467821,8,0.365207112,410,2,19,0
7.517896927,979,2.68,0.008977296,8,0.313661015,408,4,13,0
7.502263223,729,0.6,0.008247172,8,0.399625809,390,3,11,1
7.57770215,884,4.16,0.006247304,8,0.337662177,430,2,20,0
7.591850999,922,0.51,0.012198188,7,0.404855934,404,3,20,0
7.548372148,716,2.44,0.004324292,7,0.308012874,429,3,6,0
7.597747509,706,3.03,0.022439695,8,0.301342201,392,4,5,1
7.548677182,795,1.74,0.021412741,8,0.312657031,398,4,6,1
7.598016103,930,1.74,0.001059043,7,0.367053724,390,1,8,0
7.553703673,842,2.54,0.009650348,7,0.372611691,402,3,7,0
7.508141962,689,1.41,0.028296738,7,0.351733419,403,4,5,0
7.524013325,972,1.39,0.012141499,6,0.301574208,415,1,6,0
7.547417428,705,0.94,0.003610079,7,0.363010069,429,1,1,0
7.59041213,748,3.36,0.009780062,6,0.37744142,403,4,19,0
7.520480536,840,3.2,0.022074465,6,0.35312731,405,2,2,0
7.588478678,888,1.79,0.010442776,6,0.311671672,413,4,16,0
7.569244052,718,1.38,0.001797086,8,0.350664322,408,2,8,0
7.587761516,875,3.72,0.024115677,7,0.314361066,396,4,2,1
7.502609654,930,1.31,0.025394196,6,0.373117136,408,3,7,0
7.581034202,925,3.66,0.014185278,6,0.368340178,407,4,11,0
7.508705758,651,2.74,0.015279741,7,0.363837223,408,1,15,0
7.537593019,769,3.92,0.015516602,7,0.303834668,418,1,4,0
7.518353377,955,1,0.018057855,7,0.407767628,398,3,2,0
7.56784792,639,0.74,0.009654775,6,0.398855488,410,4,15,0
7.540255866,825,2.86,0.00552421,6,0.301905617,416,1,6,0
7.529148158,860,2.74,0.013162501,6,0.306278192,429,1,2,0
7.525056742,871,2.26,0.001632963,7,0.324038836,392,1,8,0
7.559769061,623,4.06,0.007258093,7,0.382918061,424,3,6,0
7.514168754,799,2.08,0.006056792,8,0.348452131,403,3,18,0
7.515616269,654,2.86,0.008666605,6,0.379625342,399,3,5,1
7.558145149,815,1.57,0.027473434,7,0.345393227,416,1,5,0
7.573896467,873,1.41,0.023442673,6,0.395145986,406,2,3,0
7.511551421,907,2.42,0.021463952,6,0.31934608,423,1,18,0
7.540188343,785,2.72,0.021403802,8,0.363820133,408,2,11,0
7.506187954,857,0.13,0.010856287,8,0.327026823,419,2,9,0
7.573935597,665,0.98,0.013416115,8,0.325086959,407,2,11,0
7.516503706,667,2.77,0.020976879,8,0.332312831,408,3,12,0
7.525380459,666,1.98,0.024161206,6,0.393595545,420,4,2,0
7.534346649,941,1.52,0.013706766,7,0.358166801,419,4,8,0
7.528739685,642,4.18,0.021747199,8,0.385421772,410,2,7,0
7.581190636,877,1.11,0.022692506,7,0.366537511,429,1,3,0
7.59760857,855,0.63,0.003543645,8,0.332326789,398,4,13,0
7.565277201,961,3.91,0.003720827,6,0.379890154,424,3,8,0
7.500436448,967,3.69,0.021401004,8,0.310163477,408,4,6,0
7.592895094,830,0.98,0.009657369,7,0.384426616,391,1,5,1
7.521224653,752,2.6,0.00936697,8,0.365905986,404,4,4,0
7.596793321,798,3.07,0.014613042,7,0.385250795,394,4,10,1
7.502290701,893,0.13,0.00152925,8,0.359563157,415,4,7,0
7.573919818,746,3.44,0.028771471,6,0.364860056,427,2,10,0
7.529894843,779,0.75,0.004494889,7,0.331483282,397,4,20,0
7.566892729,696,2.12,0.019475727,7,0.320395355,418,2,4,0
7.506363983,887,3.25,0.0075607,7,0.33580445,390,2,20,1
7.57769618,899,3.62,0.002996342,8,0.308245747,426,1,17,0
7.56730804,905,0.51,0.019349638,6,0.366920642,413,4,7,0
7.55379421,934,0.59,0.020225319,6,0.375961261,392,4,12,0
7.553452741,690,2.14,0.029750615,6,0.368098405,421,4,13,0
7.545687786,674,0.56,0.021442426,7,0.408833474,400,1,10,0
7.599565614,697,4.1,0.015591933,8,0.348847783,404,4,20,0
7.542497749,909,0.92,0.013364118,8,0.303137954,399,3,15,0
7.551757177,886,2.37,0.017268041,6,0.366176202,422,1,15,0
7.551048774,766,0.39,0.026344401,8,0.351657062,425,1,13,0
7.566837595,732,2.09,0.002633972,6,0.316177553,400,1,13,0
7.513661501,800,3.15,0.014967517,6,0.324893186,422,1,17,0
7.516466419,850,2.36,0.023526436,7,0.359208205,428,2,3,0
7.573264174,978,3.55,0.019424699,6,0.311640253,412,4,15,0
7.521546641,641,2.93,0.008725634,6,0.359722669,406,3,3,0
7.538662011,970,2.55,0.028967837,7,0.386670179,414,3,15,0
7.522716534,874,2.92,0.010555808,7,0.367726513,417,3,8,0
7.540017952,688,2.42,0.016326547,8,0.408076081,395,1,19,0
7.564578168,978,1.85,0.00924893,7,0.364809521,407,4,11,0
7.548860602,770,1.24,0.022488888,8,0.319311518,409,3,12,0
7.552323036,737,0.88,0.017588727,6,0.323974276,397,3,17,1
7.544157122,671,0.71,0.01108675,8,0.360214619,410,2,14,0
7.565520375,844,2.3,0.013803524,7,0.381080035,414,1,2,0
7.529049976,976,4.16,0.020123882,7,0.32260106,430,2,13,0
7.50730755,789,3.42,0.010838466,6,0.395207065,417,3,13,0
7.537108113,641,0.84,0.017391132,6,0.406396578,402,2,8,0
7.530616867,625,2.78,0.006991595,8,0.31963099,414,1,17,0
7.545869372,656,1.14,0.012019282,8,0.336718381,408,3,8,0
7.500156729,804,3.06,0.008169485,7,0.404885624,425,2,11,0
7.566284132,697,2.17,0.006456158,7,0.404288693,426,4,1,0
7.57541121,751,2.84,0.004888199,8,0.360633278,402,3,4,0
7.516652586,896,2.47,0.025995037,8,0.403927743,403,3,10,0
7.580533178,908,0.82,0.003205962,8,0.335204163,413,1,19,0
7.578312526,700,2.55,0.021600047,6,0.353438849,424,2,12,0
7.544435524,663,1.31,0.020847108,8,0.350758672,406,2,7,0
7.500180453,930,0.88,0.003926339,6,0.325649518,413,2,1,0
7.559007411,713,0.33,0.019098655,7,0.385041023,417,4,14,0
7.558648413,881,4.15,0.027043503,8,0.306672364,422,1,7,0
7.565524303,750,0.3,0.023616455,7,0.309980877,422,1,1,0
7.503107748,750,4.12,0.017034043,8,0.404931323,414,1,15,0
7.523220587,933,0.84,0.015852635,6,0.351485355,407,2,6,0
7.581703592,682,4.12,0.014344481,8,0.366944115,409,4,18,0
7.509888679,656,2.06,0.026981786,8,0.330606359,421,3,5,0
7.536971701,976,2.17,0.012799677,8,0.334285182,411,4,3,0
7.514417845,741,2.66,0.020276698,8,0.39426952,425,4,18,0
7.519605258,702,3.96,0.005321473,8,0.408756695,405,2,9,0
7.567184266,786,1.37,0.021170068,8,0.319600278,425,4,1,0
7.548081755,979,3.54,0.016509476,6,0.376690377,398,3,6,0
7.551452588,908,2.53,0.001688263,6,0.349472465,425,1,7,0
7.57461968,634,3.35,0.028631313,7,0.386028598,424,3,5,0
7.576892943,972,2.14,0.011256676,7,0.362377995,400,1,9,0
7.509362743,931,0.23,0.009939898,6,0.364539998,409,1,12,0
7.544370764,647,1.74,0.019710732,6,0.391357422,407,3,9,0
7.542852256,842,0.84,0.018484838,7,0.403916406,397,3,15,0
7.508288995,961,0.26,0.024634238,6,0.326470551,405,1,1,0
7.575055782,967,2.05,0.029796935,6,0.350438337,415,4,8,0
7.515263269,942,3.03,0.001419995,8,0.402169337,407,1,10,0
7.5185196,871,3.2,0.017218147,8,0.328748339,397,4,5,1
7.57866554,648,2.05,0.008432511,8,0.393439279,430,3,11,0
7.565698106,921,2.32,0.027576074,8,0.364240725,397,2,18,0
7.523384401,811,2.81,0.010559121,8,0.38650088,428,4,18,0
7.522538211,844,2.43,0.003194243,8,0.397294508,392,3,1,0
7.568220719,830,4.11,0.000991858,6,0.368799743,407,4,4,0
7.509581274,928,3.31,0.0249899,6,0.306540723,396,1,14,0
7.56005896,970,1.61,0.019171952,7,0.355765197,425,2,20,0
7.52666482,691,2.65,0.01654695,7,0.377092967,409,1,18,0
7.568883988,960,3.96,0.012233949,8,0.398712431,416,1,1,0
7.502334653,767,2.77,0.004825338,6,0.330051075,429,1,18,0
7.584336402,668,1.45,7.03E-05,8,0.351129855,391,2,15,0
7.593929488,789,1.47,0.024698026,8,0.339400627,411,4,19,0
7.590075813,903,4.19,0.020154153,6,0.395010374,423,3,11,0
7.519192634,773,2.16,0.006341665,7,0.326812173,425,2,5,0
7.599425879,847,2.23,0.028412093,8,0.330567457,409,3,12,0
7.525931488,703,3.06,0.005299855,8,0.380322678,403,3,20,0
7.530321905,901,3.16,0.011772525,8,0.311328713,407,4,4,0
7.532939296,663,2.45,0.025447893,8,0.407220349,421,3,11,0
7.597825553,873,0.28,0.008049949,6,0.320011202,423,2,3,0
7.509745493,805,1.56,0.008404481,8,0.407432914,426,4,5,0
7.568192752,883,3.89,0.028830139,7,0.403184373,410,1,9,0
7.542007109,836,3.71,0.003375259,8,0.377933402,399,3,18,0
7.512015797,752,2.3,0.016149535,6,0.355213875,395,2,8,1
7.533605165,636,0.46,0.024150309,7,0.312828873,430,3,18,0
7.571692404,772,1.49,0.0170906,8,0.386124777,422,2,18,0
7.531027841,859,3.66,0.015985424,8,0.388272388,390,4,14,1
7.51009824,810,0.79,0.027465013,6,0.349040387,397,4,1,1
7.547492901,622,2.1,0.016718883,6,0.322110168,422,1,5,0
7.54479438,753,1.55,0.010034975,6,0.30625266,417,1,19,0
7.51524924,691,0.24,0.018525632,8,0.39877414,390,2,6,1
7.593802384,946,2.99,0.020014195,8,0.381133111,420,4,12,0
7.543036827,708,2.22,0.000115623,7,0.308580832,423,1,20,0
7.507783787,755,2.51,0.005191487,7,0.357396895,393,3,8,1
7.515689473,834,1.09,0.025917885,7,0.32999964,426,3,16,0
7.510855592,667,1.65,0.023292219,8,0.397319138,415,3,14,0
7.59548685,869,2.19,0.011097502,8,0.371414158,410,2,7,0
7.534001237,844,2.58,0.001730887,6,0.332933665,403,3,4,0
7.566719085,682,1.05,0.018586614,8,0.376774705,390,3,1,1
7.52364696,637,2.22,0.019635514,8,0.367362885,410,3,10,0
7.544980104,975,3.43,0.014709584,8,0.326317886,410,4,13,0
7.575861473,625,2.56,0.024282156,7,0.323552094,430,4,18,0
7.590637142,811,1.28,0.011504591,7,0.407595062,413,4,6,0
7.586684141,782,3.31,0.004408016,6,0.301764338,399,3,1,0
7.553284296,917,2.94,0.017779331,8,0.351388485,414,1,1,0
7.554914457,736,0.52,0.011519033,8,0.338795821,419,2,11,0
7.532356714,796,1.79,0.008205621,8,0.329687686,425,3,6,0
7.572466923,852,3.97,0.026999559,8,0.336995605,392,1,13,1
7.500078594,699,0.94,0.025749846,8,0.330486635,392,4,11,1
7.59626665,948,0.9,0.029880467,6,0.379013131,413,2,12,0
7.594402077,860,0.17,0.00570524,6,0.349467312,394,3,17,1
7.562432545,669,1.19,0.020969536,8,0.381508544,416,3,20,0
7.583947289,897,1.02,0.009916758,7,0.407207197,392,3,8,0
7.596054895,636,3.56,0.015945551,6,0.345940637,403,3,18,0
7.592122369,924,3.81,0.00757598,6,0.352386789,390,3,4,0
7.539951162,624,1.68,0.008605423,6,0.341085696,404,4,1,0
7.559627146,866,1.85,0.010610844,7,0.300213273,418,3,6,0
7.555089359,683,1.75,0.004326628,7,0.394034315,404,2,2,0
7.545398607,915,1.39,0.009513478,7,0.392552821,430,2,14,0
7.522544982,797,1.82,0.009551446,6,0.348970364,422,2,13,0
7.526938387,944,0.81,0.006525012,7,0.361620447,394,2,19,0
7.567798519,679,4.08,0.002722556,7,0.40375471,391,2,8,0
7.551693975,853,2.42,0.028018629,7,0.384294093,399,1,15,1
7.502138132,907,0.6,0.000973688,6,0.309958139,396,3,12,0
7.504445451,809,1.04,0.01808252,7,0.38934678,421,2,13,0
7.558005114,869,0.47,0.023085344,6,0.406426166,395,3,1,0
7.586254307,757,1.39,0.029466971,8,0.396008481,414,1,5,0
7.598459138,754,0.73,0.024238277,8,0.364301706,428,4,6,0
7.530315675,717,3.13,0.023750689,6,0.346178589,407,4,9,0
7.526846973,962,3.94,0.029693735,6,0.353677532,414,2,4,0
7.500739487,859,2.41,0.029451487,8,0.341911528,393,3,12,1
7.525757442,934,2.81,0.005978097,6,0.385047012,405,3,13,0
7.530201166,948,0.58,0.006169119,8,0.321188328,403,3,9,0
7.59099967,780,0.91,0.029850537,8,0.372917369,421,1,17,0
7.541175912,788,0.52,0.005488135,7,0.40787909,420,3,2,0
7.543759653,697,0.35,0.02748649,7,0.343305109,400,3,4,0
7.576496932,649,1.03,0.013354936,8,0.344410883,405,2,6,0
7.53385601,638,3.85,0.013344479,7,0.346965531,391,4,2,1
7.540160955,886,1.94,0.013659388,6,0.347768179,399,3,2,1
7.599724211,636,2.84,0.01258743,6,0.345834443,398,2,17,1
7.563225506,931,0.73,0.025153802,7,0.364731571,394,2,13,0
7.597148683,782,2.92,0.003894168,7,0.300393629,409,4,2,0
7.542122788,664,3.83,0.007449331,6,0.333015258,392,3,6,1
7.548828713,677,0.28,0.004763959,7,0.33683359,395,1,1,0
7.599528916,865,3.46,0.016294568,7,0.392069345,429,3,5,0
7.537069145,658,3.98,0.014986201,7,0.363424957,430,4,8,0
7.508299089,732,0.96,0.012159724,7,0.346584879,413,1,5,0
7.534966435,651,2.06,0.018534196,8,0.385866044,412,1,18,0
7.587572291,657,3.77,0.00230458,6,0.317686244,417,4,10,0
7.560166164,971,3.95,0.011161695,8,0.368660299,425,4,8,0
7.553839705,641,3.68,0.022824204,7,0.400097178,427,1,18,0
7.564657885,716,0.42,0.001048888,6,0.403049341,423,3,5,0
7.539522991,670,0.69,0.001370264,8,0.314703678,425,3,12,0
7.535812751,732,0.39,0.016153383,6,0.368178102,417,1,13,0
7.561835258,875,1.3,0.009522564,6,0.382419128,412,3,6,0
7.579162487,676,3.25,0.017492303,8,0.304353073,412,1,15,0
7.541076727,774,3.3,0.024999424,6,0.357983968,417,3,4,0
7.516051597,891,0.96,0.029151069,7,0.321290424,406,3,7,0
7.533549655,950,1.07,0.022030102,8,0.34883733,415,4,18,0
7.591195385,786,3.39,0.026616176,7,0.308149371,419,1,6,0
7.560492558,884,1.64,0.006956165,6,0.393863992,404,3,12,0
7.547231176,699,3.48,0.026122664,6,0.329269002,418,1,5,0
7.585798081,827,3.35,0.016100553,6,0.30474338,424,1,2,0
7.573088112,728,0.69,0.009846722,7,0.33792394,406,4,14,0
7.520757725,784,1.21,0.000939821,8,0.308189835,396,4,6,0
7.536891213,798,0.43,0.015588317,8,0.393372597,414,4,17,0
7.524982916,747,4.19,0.008971238,6,0.333657018,419,4,1,0
7.51807447,873,1.63,0.018724957,7,0.378749101,430,4,13,0
7.532005843,700,3.11,0.029404735,8,0.324506778,405,3,16,0
7.544435136,702,0.12,0.007133636,8,0.398141648,428,1,20,0
7.501825538,693,2.24,0.0256802,6,0.400953013,418,2,14,0
7.525590579,916,0.21,0.015176149,8,0.391287822,394,4,8,0
7.511417192,907,2.93,0.008541748,6,0.386770312,419,4,12,0
7.510828657,762,2.95,0.019616298,6,0.334738433,392,1,8,1
7.505903389,797,3.06,0.018037711,8,0.38831722,403,2,17,0
7.532870674,801,1.5,0.016561621,6,0.397315291,414,3,9,0
7.517864527,719,1.54,0.000566718,6,0.320697246,391,3,8,0
7.599067654,823,2.06,6.44E-05,7,0.407033214,417,3,3,0
7.505767894,896,1.35,0.025423849,8,0.372600216,410,4,4,0
7.584665303,764,3.62,0.026529356,8,0.313764296,402,4,16,0
7.569341778,948,0.87,0.004244432,8,0.35259936,430,2,8,0
7.57477526,633,3.21,0.027022711,8,0.372197744,424,1,17,0
7.54053076,679,1.79,0.021098807,8,0.327224113,405,4,3,0
7.594110954,853,1.57,0.027904781,8,0.379043344,413,3,11,0
7.51292857,664,0.55,0.011940928,8,0.370041944,401,3,9,0
7.561973224,636,1.1,0.010854568,8,0.330095299,425,4,16,0
7.538325659,932,3.62,0.021935542,6,0.373811947,404,3,14,0
7.558452308,692,3.52,0.029095881,7,0.364412642,412,4,15,0
7.535524793,745,1.45,0.006018598,8,0.360713799,405,1,17,0
7.568441075,751,3.74,0.015228677,6,0.368650067,417,4,8,0
7.577368107,836,3.59,0.022493227,7,0.347927669,406,3,6,0
7.535956586,874,3.18,0.017043512,6,0.356397122,403,2,3,0
7.587865826,817,0.91,0.025644655,6,0.322812524,430,4,14,0
7.56089886,952,1.15,0.024313209,8,0.401087263,391,2,7,0
7.58985231,920,2.92,0.003037983,7,0.384616482,393,2,5,0
7.541081513,777,4.18,0.000454865,6,0.36252229,404,4,12,0
7.54350142,858,2.64,0.027119315,8,0.303461835,390,3,18,1
7.520752676,932,2.87,0.020102699,8,0.348758408,412,2,1,0
7.527078854,748,1.97,0.02271201,7,0.308445788,411,3,6,0
7.553982053,679,1.89,0.005241675,7,0.388562593,414,4,5,0
7.551764527,946,3.61,0.003876194,7,0.331538019,427,1,2,0
7.502598237,814,3.09,0.001984023,6,0.365245496,402,1,12,0
7.533746637,884,2.5,0.013778546,8,0.409082767,417,2,13,0
7.501372599,840,3.8,0.013473836,6,0.301462652,401,3,2,0
7.507634364,825,0.15,0.002365007,6,0.312593876,420,2,19,0
7.539535757,881,3.38,0.004417102,7,0.35332188,398,2,19,0
7.564086241,634,1.45,0.028240423,6,0.405573891,395,3,19,0
7.560671462,825,2.22,0.02327781,7,0.310299114,424,2,16,0
7.538904271,749,4.06,0.011798046,8,0.347067706,430,4,14,0
7.534191541,752,1.5,0.025199464,7,0.302372238,399,4,9,1
7.530925552,961,0.34,0.014988983,8,0.347291743,416,3,13,0
7.560184891,850,3.64,0.002490361,7,0.382892486,399,4,19,0
7.55469356,856,3.88,0.009564134,8,0.347583725,411,3,4,0
7.518508671,928,1.56,0.005789463,6,0.340300075,392,1,1,0
7.583779311,879,2.23,0.024597856,8,0.404167125,403,1,7,0
7.530904998,733,1,0.02897773,6,0.403047606,425,2,8,0
7.597466637,894,1.78,0.000179154,8,0.378537476,426,2,16,0
7.569847544,827,1.98,0.008777815,7,0.345757284,393,3,1,1
7.513887179,823,3.5,0.023208336,6,0.373158788,409,1,17,0
7.551661668,779,4.05,0.012700749,6,0.374499402,420,3,18,0
7.503184224,804,3.39,0.024740013,7,0.362610733,411,3,6,0
7.541225831,657,1.2,0.003806699,6,0.361272319,397,2,5,0
7.539271268,920,4.02,0.008618627,6,0.365362089,425,4,14,0
7.541958988,859,4.01,0.004700293,7,0.314386847,395,3,17,0
7.576957424,748,2.71,0.018090988,8,0.349666748,427,3,8,0
7.506281096,911,1.09,0.023162751,7,0.328104007,417,2,7,0
7.563059722,679,0.41,0.010613902,7,0.305308639,418,3,16,0
7.52660244,736,0.77,0.012463085,6,0.311472395,395,4,10,1
7.597016662,661,2.75,0.025216864,7,0.367101955,411,4,18,0
7.548703635,905,2.7,0.009350037,8,0.390713494,421,3,20,0
7.584635919,902,0.19,0.016802298,8,0.30050651,395,1,20,0
7.595953856,916,1.13,0.023661302,6,0.317076391,401,2,7,0
7.584508864,680,1.94,0.018036809,6,0.322516996,402,2,7,0
7.531101986,950,1.91,0.00269083,7,0.315627347,395,1,11,0
7.540211209,971,2.73,0.025966596,6,0.359533001,394,1,1,0
7.571733125,772,3.23,0.023942169,8,0.365793739,410,3,17,0
7.506867614,652,2.71,0.016493844,6,0.309536402,408,3,9,0
7.508842683,978,4.04,0.014240937,7,0.356086618,395,2,15,0
7.585821348,958,1.4,0.01609015,7,0.317424326,408,4,14,0
7.558222324,653,1.94,0.020553784,7,0.330268578,420,1,2,0
7.555098263,814,2.88,0.011549435,7,0.326544639,428,4,7,0
7.583299138,664,0.47,0.027553496,6,0.3356922,413,1,9,0
7.560656394,800,0.62,0.012198302,8,0.32712164,419,4,15,0
7.515039022,643,2.82,0.008092045,7,0.391424113,402,3,2,0
7.515779859,951,0.24,0.0053657,8,0.382756973,402,2,12,0
7.527642497,855,0.87,0.025676565,6,0.314836441,406,1,9,0
7.555640959,778,3.09,0.008743072,8,0.320652344,401,4,13,0
7.508602152,910,0.39,0.01882268,7,0.329779357,396,4,15,0
7.504010178,952,1.43,0.022900609,6,0.316793968,391,3,13,0
7.534787716,859,3.06,0.009697019,7,0.372787675,396,2,15,1
7.564181504,925,0.13,0.021592735,6,0.391746881,392,1,19,0
7.564225298,710,0.94,0.008740883,7,0.318030512,422,4,20,0
7.542718932,653,3.26,0.012235366,8,0.350843956,418,4,5,0
7.528036042,664,1.45,0.029170094,7,0.377316972,427,3,14,0
7.599622279,969,1.7,0.016992238,6,0.372798202,418,4,16,0
7.519180266,777,1.43,0.029232137,7,0.402778203,406,3,11,0
7.546034563,874,3.44,0.021170539,8,0.314719294,396,1,10,1
7.545989619,905,0.65,0.017086169,7,0.409041412,397,3,1,0
7.503564385,895,2.18,0.023729968,6,0.330409339,413,3,8,0
7.550769263,867,2.31,0.022632613,7,0.390736854,398,3,1,1
7.521359726,899,0.16,0.003029795,7,0.377663219,390,3,9,0
7.516779602,657,0.98,0.02411978,7,0.336888938,414,3,12,0
7.573975416,769,3.05,0.024161441,6,0.334138572,419,4,2,0
7.573800972,883,2.01,0.004176118,8,0.306663921,392,3,8,0
7.582995876,867,2.84,0.021197174,8,0.383625447,414,3,2,0
7.544523833,707,3.91,0.000629054,8,0.349454674,421,2,16,0
7.531227997,635,0.42,0.010669799,8,0.370227086,396,2,1,1
7.560623917,832,4.09,0.002624362,8,0.395730442,415,4,3,0
7.570034184,824,1.09,0.015727342,8,0.372558488,408,1,1,0
7.595467391,630,2.85,0.004731861,8,0.332385751,405,4,18,0
7.589836611,784,3.42,0.018033309,6,0.406768306,396,3,9,0
7.573977493,762,2.16,0.009578391,7,0.345428274,409,1,6,0
7.592670138,631,3.32,0.023078591,6,0.321864083,429,3,8,0
7.52540948,704,1.83,0.010093683,8,0.348738678,427,3,20,0
7.50625946,785,1.17,0.006734398,6,0.376617305,414,2,5,0
7.533554556,630,2.76,0.001378577,7,0.37563254,428,3,19,0
7.564283758,839,2.62,0.009456715,8,0.35161461,426,4,20,0
7.599916313,943,2.44,0.019160662,8,0.406569835,424,3,4,0
7.502181316,873,0.37,0.006622458,7,0.380628866,421,3,5,0
7.53801197,820,3.43,0.00549885,8,0.348069509,425,1,14,0
7.518971005,770,4.19,0.025429531,8,0.385273833,430,2,1,0
7.569262636,897,2.57,0.01660046,6,0.32060106,412,2,12,0
7.559360839,749,3.92,0.015304121,8,0.316613148,406,3,8,0
7.543872772,889,2.22,0.005200097,6,0.307294358,423,2,17,0
7.520593507,885,3.79,0.028679457,6,0.356125033,421,4,9,0
7.573367614,872,3.2,0.029183687,8,0.301144623,392,4,14,1
7.568945425,832,2.95,0.002525411,7,0.314525734,426,2,2,0
7.558455088,757,2.64,0.017987961,6,0.394326363,399,2,5,1
7.59869393,959,0.25,0.007573755,7,0.349578177,404,3,20,0
7.551599428,865,1.75,0.013821945,6,0.302682154,414,4,8,0
7.523691816,718,1.99,0.006867733,6,0.318197251,395,2,6,1
7.505498801,943,1.5,0.020233956,7,0.32587553,405,1,20,0
7.515154437,877,2.66,0.013039342,7,0.393448806,394,1,10,1
7.545832022,880,0.71,0.003240175,8,0.320822897,413,3,20,0
7.588627801,723,3.96,0.019747957,6,0.305442189,429,2,10,0
7.514967095,847,1.2,0.024540265,7,0.404833244,396,4,2,0
7.576202748,939,1.82,0.010970894,7,0.392466393,394,3,6,0
7.581277221,821,3.09,0.026838988,7,0.327312439,420,3,14,0
7.58060663,894,1.43,0.013629782,6,0.397114251,403,4,14,0
7.579203906,685,0.56,0.009207782,8,0.409971733,421,1,3,0
7.551490742,805,1.01,0.023775332,8,0.330481988,413,1,19,0
7.582922355,748,1.55,0.012323475,6,0.349828987,413,2,18,0
7.572837074,684,1.65,0.022552911,7,0.375994144,400,1,8,0
7.592716601,828,1.69,0.013342528,7,0.337910987,429,3,7,0
7.560462248,909,0.86,0.014341869,6,0.336148092,429,1,8,0
7.558129313,751,3.97,0.020063588,7,0.405529283,395,2,11,0
7.559941506,869,2.04,0.007447092,6,0.32834362,430,3,5,0
7.529391399,879,0.27,0.012347606,7,0.308757059,390,4,11,1
7.54037112,892,4.1,0.00889268,6,0.306150018,426,2,9,0
7.524304911,909,2.02,0.019703307,6,0.382851316,428,4,2,0
7.516000226,697,2.85,0.001444271,6,0.403485496,407,4,15,0
7.545808555,821,0.35,0.010236642,6,0.401611357,391,3,14,0
7.58299486,724,3.28,0.024213785,7,0.408722661,414,2,9,0
7.578937015,704,4,0.000368862,8,0.357067197,406,4,10,0
7.543736188,968,3.32,0.000747582,6,0.326063082,422,2,20,0
7.594680173,814,4.17,0.01414188,8,0.399554109,404,2,1,0
7.512411277,673,0.5,0.027056318,6,0.394318485,417,1,17,0
7.510510861,765,1.66,0.010490068,6,0.358539695,417,3,1,0
7.54203596,865,1.85,0.009910959,8,0.361975313,397,2,1,1
7.553719726,800,3.66,0.002223305,6,0.301160502,394,2,12,0
7.582897062,655,3.95,0.023949329,7,0.334432836,421,1,2,0
7.504920813,782,1.74,0.023324343,7,0.315542335,424,2,10,0
7.526280444,678,1.65,0.017651938,7,0.350941013,419,2,11,0
7.501382499,865,0.59,0.027133118,7,0.308812087,430,2,16,0
7.544908331,627,2.68,0.013978692,8,0.318179267,430,1,11,0
7.576315446,869,0.87,0.002871573,8,0.355269831,404,4,3,0
7.582769503,865,2.22,0.017345003,7,0.329735934,412,1,16,0
7.540862205,819,3.47,0.022140673,8,0.37463055,424,4,1,0
7.510095127,722,3.08,0.008752496,8,0.338323729,419,2,9,0
7.506992082,926,1.53,0.014795928,8,0.361732469,411,2,13,0
7.562218046,839,2.17,0.002647389,7,0.300852752,410,4,16,0
7.539949301,654,0.42,0.025234427,7,0.319250368,412,1,3,0
7.549714968,752,1.35,0.001474625,6,0.398349409,411,1,3,0
